Timestamp,DOW_Futures,SP500_Futures,MMI_Futures,Treasury,Nikkei_Futures,Gold_Futures,Oil_Futures
1987-10-16 00:58:00,2355.0,298.0,450.0,95.0,25969.24,465.0,20.0
1987-10-16 00:59:00,2355.0,298.0,450.0,95.0,25972.16,465.0,20.0
1987-10-16 01:00:00,2355.0,298.0,450.0,95.0,25970.72,465.0,20.0
1987-10-16 01:01:00,2355.0,298.0,450.0,95.0,25970.17,465.0,20.0
1987-10-16 01:02:00,2355.0,298.0,450.0,95.0,25966.85,465.0,20.0
1987-10-16 01:03:00,2355.0,298.0,450.0,95.0,25963.26,465.0,20.0
1987-10-16 01:04:00,2355.0,298.0,450.0,95.0,25965.7,465.0,20.0
1987-10-16 01:05:00,2355.0,298.0,450.0,95.0,25969.77,465.0,20.0
1987-10-16 01:06:00,2355.0,298.0,450.0,95.0,25969.55,465.0,20.0
1987-10-16 01:07:00,2355.0,298.0,450.0,95.0,25972.56,465.0,20.0
1987-10-16 01:08:00,2355.0,298.0,450.0,95.0,25973.65,465.0,20.0
1987-10-16 01:09:00,2355.0,298.0,450.0,95.0,25971.71,465.0,20.0
1987-10-16 01:10:00,2355.0,298.0,450.0,95.0,25972.79,465.0,20.0
1987-10-16 01:11:00,2355.0,298.0,450.0,95.0,25977.41,465.0,20.0
1987-10-16 01:12:00,2355.0,298.0,450.0,95.0,25977.3,465.0,20.0
1987-10-16 01:13:00,2355.0,298.0,450.0,95.0,25982.0,465.0,20.0
1987-10-16 01:14:00,2355.0,298.0,450.0,95.0,25974.14,465.0,20.0
1987-10-16 01:15:00,2355.0,298.0,450.0,95.0,25976.6,465.0,20.0
1987-10-16 01:16:00,2355.0,298.0,450.0,95.0,25976.86,465.0,20.0
1987-10-16 01:17:00,2355.0,298.0,450.0,95.0,25975.97,465.0,20.0
1987-10-16 01:18:00,2355.0,298.0,450.0,95.0,25976.24,465.0,20.0
1987-10-16 01:19:00,2355.0,298.0,450.0,95.0,25970.28,465.0,20.0
1987-10-16 01:20:00,2355.0,298.0,450.0,95.0,25969.62,465.0,20.0
1987-10-16 01:21:00,2355.0,298.0,450.0,95.0,25970.69,465.0,20.0
1987-10-16 01:22:00,2355.0,298.0,450.0,95.0,25975.12,465.0,20.0
1987-10-16 01:23:00,2355.0,298.0,450.0,95.0,25973.57,465.0,20.0
1987-10-16 01:24:00,2355.0,298.0,450.0,95.0,25971.14,465.0,20.0
1987-10-16 01:25:00,2355.0,298.0,450.0,95.0,25969.64,465.0,20.0
1987-10-16 01:26:00,2355.0,298.0,450.0,95.0,25972.39,465.0,20.0
1987-10-16 01:27:00,2355.0,298.0,450.0,95.0,25973.37,465.0,20.0
1987-10-16 01:28:00,2355.0,298.0,450.0,95.0,25971.78,465.0,20.0
1987-10-16 01:29:00,2355.0,298.0,450.0,95.0,25973.32,465.0,20.0
1987-10-16 01:30:00,2355.0,298.0,450.0,95.0,25973.61,465.0,20.0
1987-10-16 01:31:00,2355.0,298.0,450.0,95.0,25976.52,465.0,20.0
1987-10-16 01:32:00,2355.0,298.0,450.0,95.0,25974.41,465.0,20.0
1987-10-16 01:33:00,2355.0,298.0,450.0,95.0,25973.43,465.0,20.0
1987-10-16 01:34:00,2355.0,298.0,450.0,95.0,25972.25,465.0,20.0
1987-10-16 01:35:00,2355.0,298.0,450.0,95.0,25967.86,465.0,20.0
1987-10-16 01:36:00,2355.0,298.0,450.0,95.0,25968.75,465.0,20.0
1987-10-16 01:37:00,2355.0,298.0,450.0,95.0,25969.53,465.0,20.0
1987-10-16 01:38:00,2355.0,298.0,450.0,95.0,25969.55,465.0,20.0
1987-10-16 01:39:00,2355.0,298.0,450.0,95.0,25968.85,465.0,20.0
1987-10-16 01:40:00,2355.0,298.0,450.0,95.0,25964.6,465.0,20.0
1987-10-16 01:41:00,2355.0,298.0,450.0,95.0,25963.34,465.0,20.0
1987-10-16 01:42:00,2355.0,298.0,450.0,95.0,25962.31,465.0,20.0
1987-10-16 01:43:00,2355.0,298.0,450.0,95.0,25959.9,465.0,20.0
1987-10-16 01:44:00,2355.0,298.0,450.0,95.0,25959.42,465.0,20.0
1987-10-16 01:45:00,2355.0,298.0,450.0,95.0,25960.63,465.0,20.0
1987-10-16 01:46:00,2355.0,298.0,450.0,95.0,25966.29,465.0,20.0
1987-10-16 01:47:00,2355.0,298.0,450.0,95.0,25966.81,465.0,20.0
1987-10-16 01:48:00,2355.0,298.0,450.0,95.0,25967.59,465.0,20.0
1987-10-16 01:49:00,2355.0,298.0,450.0,95.0,25967.36,465.0,20.0
1987-10-16 01:50:00,2355.0,298.0,450.0,95.0,25961.61,465.0,20.0
1987-10-16 01:51:00,2355.0,298.0,450.0,95.0,25961.53,465.0,20.0
1987-10-16 01:52:00,2355.0,298.0,450.0,95.0,25961.71,465.0,20.0
1987-10-16 01:53:00,2355.0,298.0,450.0,95.0,25969.1,465.0,20.0
1987-10-16 01:54:00,2355.0,298.0,450.0,95.0,25968.52,465.0,20.0
1987-10-16 01:55:00,2355.0,298.0,450.0,95.0,25969.43,465.0,20.0
1987-10-16 01:56:00,2355.0,298.0,450.0,95.0,25969.32,465.0,20.0
1987-10-16 01:57:00,2355.0,298.0,450.0,95.0,25965.81,465.0,20.0
1987-10-16 01:58:00,2355.0,298.0,450.0,95.0,25969.24,465.0,20.0
1987-10-16 01:59:00,2355.0,298.0,450.0,95.0,25971.5,465.0,20.0
1987-10-16 02:00:00,2355.0,298.0,450.0,95.0,25973.87,465.0,20.0
1987-10-16 02:01:00,2355.0,298.0,450.0,95.0,25971.14,465.0,20.0
1987-10-16 02:02:00,2355.0,298.0,450.0,95.0,25975.35,465.0,20.0
1987-10-16 02:03:00,2355.0,298.0,450.0,95.0,25971.15,465.0,20.0
1987-10-16 02:04:00,2355.0,298.0,450.0,95.0,25972.91,465.0,20.0
1987-10-16 02:05:00,2355.0,298.0,450.0,95.0,25979.48,465.0,20.0
1987-10-16 02:06:00,2355.0,298.0,450.0,95.0,25976.51,465.0,20.0
1987-10-16 02:07:00,2355.0,298.0,450.0,95.0,25974.81,465.0,20.0
1987-10-16 02:08:00,2355.0,298.0,450.0,95.0,25975.11,465.0,20.0
1987-10-16 02:09:00,2355.0,298.0,450.0,95.0,25973.6,465.0,20.0
1987-10-16 02:10:00,2355.0,298.0,450.0,95.0,25968.94,465.0,20.0
1987-10-16 02:11:00,2355.0,298.0,450.0,95.0,25969.15,465.0,20.0
1987-10-16 02:12:00,2355.0,298.0,450.0,95.0,25965.96,465.0,20.0
1987-10-16 02:13:00,2355.0,298.0,450.0,95.0,25967.38,465.0,20.0
1987-10-16 02:14:00,2355.0,298.0,450.0,95.0,25964.63,465.0,20.0
1987-10-16 02:15:00,2355.0,298.0,450.0,95.0,25969.28,465.0,20.0
1987-10-16 02:16:00,2355.0,298.0,450.0,95.0,25966.93,465.0,20.0
1987-10-16 02:17:00,2355.0,298.0,450.0,95.0,25965.96,465.0,20.0
1987-10-16 02:18:00,2355.0,298.0,450.0,95.0,25968.4,465.0,20.0
1987-10-16 02:19:00,2355.0,298.0,450.0,95.0,25964.71,465.0,20.0
1987-10-16 02:20:00,2355.0,298.0,450.0,95.0,25965.39,465.0,20.0
1987-10-16 02:21:00,2355.0,298.0,450.0,95.0,25969.31,465.0,20.0
1987-10-16 02:22:00,2355.0,298.0,450.0,95.0,25964.49,465.0,20.0
1987-10-16 02:23:00,2355.0,298.0,450.0,95.0,25965.04,465.0,20.0
1987-10-16 02:24:00,2355.0,298.0,450.0,95.0,25965.82,465.0,20.0
1987-10-16 02:25:00,2355.0,298.0,450.0,95.0,25968.17,465.0,20.0
1987-10-16 02:26:00,2355.0,298.0,450.0,95.0,25964.46,465.0,20.0
1987-10-16 02:27:00,2355.0,298.0,450.0,95.0,25960.5,465.0,20.0
1987-10-16 02:28:00,2355.0,298.0,450.0,95.0,25962.06,465.0,20.0
1987-10-16 02:29:00,2355.0,298.0,450.0,95.0,25962.95,465.0,20.0
1987-10-16 02:30:00,2355.0,298.0,450.0,95.0,25963.7,465.0,20.0
1987-10-16 02:31:00,2355.0,298.0,450.0,95.0,25964.74,465.0,20.0
1987-10-16 02:32:00,2355.0,298.0,450.0,95.0,25962.7,465.0,20.0
1987-10-16 02:33:00,2355.0,298.0,450.0,95.0,25963.4,465.0,20.0
1987-10-16 02:34:00,2355.0,298.0,450.0,95.0,25964.28,465.0,20.0
1987-10-16 02:35:00,2355.0,298.0,450.0,95.0,25962.14,465.0,20.0
1987-10-16 02:36:00,2355.0,298.0,450.0,95.0,25967.73,465.0,20.0
1987-10-16 02:37:00,2355.0,298.0,450.0,95.0,25969.16,465.0,20.0
1987-10-16 02:38:00,2355.0,298.0,450.0,95.0,25965.58,465.0,20.0
1987-10-16 02:39:00,2355.0,298.0,450.0,95.0,25967.55,465.0,20.0
1987-10-16 02:40:00,2355.0,298.0,450.0,95.0,25964.63,465.0,20.0
1987-10-16 02:41:00,2355.0,298.0,450.0,95.0,25966.99,465.0,20.0
1987-10-16 02:42:00,2355.0,298.0,450.0,95.0,25970.46,465.0,20.0
1987-10-16 02:43:00,2355.0,298.0,450.0,95.0,25968.0,465.0,20.0
1987-10-16 02:44:00,2355.0,298.0,450.0,95.0,25970.89,465.0,20.0
1987-10-16 02:45:00,2355.0,298.0,450.0,95.0,25972.13,465.0,20.0
1987-10-16 02:46:00,2355.0,298.0,450.0,95.0,25974.6,465.0,20.0
1987-10-16 02:47:00,2355.0,298.0,450.0,95.0,25980.29,465.0,20.0
1987-10-16 02:48:00,2355.0,298.0,450.0,95.0,25979.55,465.0,20.0
1987-10-16 02:49:00,2355.0,298.0,450.0,95.0,25977.29,465.0,20.0
1987-10-16 02:50:00,2355.0,298.0,450.0,95.0,25974.62,465.0,20.0
1987-10-16 02:51:00,2355.0,298.0,450.0,95.0,25972.17,465.0,20.0
1987-10-16 02:52:00,2355.0,298.0,450.0,95.0,25971.94,465.0,20.0
1987-10-16 02:53:00,2355.0,298.0,450.0,95.0,25972.97,465.0,20.0
1987-10-16 02:54:00,2355.0,298.0,450.0,95.0,25973.8,465.0,20.0
1987-10-16 02:55:00,2355.0,298.0,450.0,95.0,25976.28,465.0,20.0
1987-10-16 02:56:00,2355.0,298.0,450.0,95.0,25976.32,465.0,20.0
1987-10-16 02:57:00,2355.0,298.0,450.0,95.0,25980.68,465.0,20.0
1987-10-16 02:58:00,2355.0,298.0,450.0,95.0,25979.88,465.0,20.0
1987-10-16 02:59:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:00:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:01:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:02:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:03:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:04:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:05:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:06:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:07:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:08:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:09:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:10:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:11:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:12:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:13:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:14:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:15:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:16:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:17:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:18:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:19:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:20:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:21:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:22:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:23:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:24:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:25:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:26:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:27:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:28:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:29:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:30:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:31:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:32:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:33:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:34:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:35:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:36:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:37:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:38:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:39:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:40:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:41:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:42:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:43:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:44:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:45:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:46:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:47:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:48:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:49:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:50:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:51:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:52:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:53:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:54:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:55:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:56:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:57:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:58:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 03:59:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:00:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:01:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:02:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:03:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:04:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:05:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:06:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:07:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:08:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:09:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:10:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:11:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:12:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:13:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:14:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:15:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:16:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:17:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:18:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:19:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:20:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:21:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:22:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:23:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:24:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:25:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:26:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:27:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:28:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:29:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:30:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:31:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:32:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:33:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:34:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:35:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:36:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:37:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:38:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:39:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:40:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:41:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:42:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:43:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:44:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:45:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:46:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:47:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:48:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:49:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:50:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:51:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:52:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:53:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:54:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:55:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:56:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:57:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:58:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 04:59:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:00:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:01:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:02:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:03:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:04:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:05:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:06:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:07:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:08:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:09:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:10:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:11:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:12:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:13:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:14:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:15:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:16:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:17:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:18:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:19:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:20:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
1987-10-16 05:21:00,2355.0,298.0,450.0,95.0,25988.04,465.0,20.0
